customerID,tenure,MonthlyCharges,TotalCharges,Contract,Churn
1031-IAKH,61,89.62,1436.38,One year,Yes
9524-SLYE,20,58.28,7821.91,Two year,No
9090-IMHG,2,102.18,6841.21,Month-to-month,No
9840-IEQR,37,85.95,4036.83,Two year,Yes
4112-SUWJ,20,99.62,4865.64,Month-to-month,No
9044-FIGW,26,47.19,1895.36,One year,No
3997-OPIF,29,89.24,4395.92,Month-to-month,No
1369-FPGV,1,46.41,5590.26,Month-to-month,No
4405-CTQC,35,113.91,4169.82,One year,No
4689-GLUU,70,83.64,7923.25,One year,No
2180-GQIV,59,52.45,4929.6,Month-to-month,No
4123-ZPNV,69,46.95,3030.69,Two year,No
6951-TTFU,33,39.09,6200.0,Month-to-month,No
2748-AGDA,51,89.46,1446.65,One year,No
6704-XDQO,12,41.87,3137.67,Two year,No
5712-HSLE,20,79.53,2840.98,One year,No
1918-OJIS,53,46.46,3511.28,One year,Yes
5663-IVAH,43,86.2,6276.06,Two year,No
5580-SDBB,50,101.49,3924.97,One year,Yes
1592-TZIK,29,97.8,6372.71,One year,No
7455-QKEV,57,96.09,4654.26,One year,Yes
8419-GGQO,39,38.77,2802.35,One year,No
0820-FGDW,56,28.84,6498.83,One year,Yes
5376-ATMR,43,89.89,1982.49,One year,No
6505-FPAS,50,56.83,1872.63,One year,No
5381-FNXT,23,63.23,4085.57,One year,No
2551-FPII,44,23.11,2160.71,One year,No
2120-PQNK,38,45.96,171.79,Month-to-month,No
1087-WFOT,23,23.37,5221.55,Month-to-month,No
8688-JBQO,45,107.92,4137.64,One year,No
8253-FEIM,52,44.34,3619.59,Month-to-month,No
7743-TXMP,50,75.73,7739.05,Two year,No
7690-CAAB,8,23.9,4612.47,Month-to-month,No
0204-SYCJ,1,86.68,6921.11,One year,No
6973-HQHA,8,52.3,1201.66,One year,Yes
1149-ZXDQ,29,109.79,4596.73,Month-to-month,No
9789-ECSL,5,108.81,6957.04,One year,No
8620-OBRF,47,52.53,4706.54,Two year,No
3304-MEAX,34,110.1,5772.31,Two year,No
6987-SFGR,65,119.62,3039.14,One year,No
9168-ZBOW,55,102.54,830.35,Two year,No
5777-THCJ,43,104.49,3717.41,Two year,Yes
8539-SOIQ,30,44.9,3216.39,Month-to-month,Yes
4539-TDRX,17,77.67,6949.78,Two year,Yes
6490-GDYQ,26,26.73,2027.56,Month-to-month,No
4568-IXZD,8,29.49,7737.2,One year,No
3678-OZUV,47,119.89,7669.29,Month-to-month,No
3889-ONOG,72,52.66,2056.29,One year,No
5976-UMIV,46,94.82,2849.61,One year,No
3958-FJKT,68,100.67,7174.89,One year,No
1648-XEAU,33,105.8,7736.32,One year,No
5110-YGKV,1,119.76,3603.17,One year,No
5080-ADEU,19,44.15,2635.88,Month-to-month,No
0294-JKSH,31,24.04,4256.14,One year,Yes
3245-MPBM,14,61.12,5533.38,Two year,No
0307-WJOC,53,33.01,2260.45,Two year,No
6639-MABM,48,22.24,5918.14,One year,Yes
9450-SSXL,69,56.04,508.09,Two year,No
7290-IUWF,62,98.37,489.43,Month-to-month,No
4018-UYLN,66,76.62,3151.67,Month-to-month,No
4639-QBPS,64,51.28,2892.44,One year,No
4921-HICE,70,85.43,2593.5,One year,No
8140-UUXU,63,43.2,3979.06,One year,No
0136-VFLS,33,21.44,2633.8,Two year,Yes
9117-YOLJ,41,96.44,1618.84,Two year,No
6056-QCMH,48,82.37,2544.81,Month-to-month,No
5402-YJKX,13,96.23,7801.74,Two year,Yes
9811-ORLZ,31,23.89,3347.8,Month-to-month,No
3207-EKOG,68,103.71,3613.23,Two year,Yes
1170-BUCR,4,81.95,4654.71,Month-to-month,No
5081-XWUE,19,76.34,7868.39,One year,Yes
4403-QOUD,70,82.46,2008.65,Two year,No
1580-NZOG,13,106.44,5482.13,Month-to-month,No
7832-GBLW,23,78.69,5756.28,Two year,No
7069-KPWT,1,78.1,4897.86,One year,No
1678-QTEP,54,119.07,799.77,Month-to-month,No
2740-BCXD,71,95.67,5447.29,Two year,No
6334-UXHN,15,64.23,606.35,Two year,Yes
3395-KWRS,65,90.74,4809.53,One year,No
9665-MCMI,71,58.92,5942.69,One year,No
5622-HHNI,15,42.89,1766.66,Month-to-month,No
9953-HVNK,21,79.69,6748.81,Two year,Yes
2467-XDUH,19,112.82,339.8,Two year,No
6353-UPES,60,112.91,6766.12,One year,No
8627-VEQM,33,54.19,3736.6,One year,No
2425-NDPG,49,72.77,1818.94,Month-to-month,No
9890-EYYL,35,41.16,1156.85,Two year,Yes
9525-FBLZ,44,119.56,7631.13,Two year,No
5431-EJUB,11,118.11,674.06,Month-to-month,Yes
8252-UYRF,72,84.95,1672.84,Month-to-month,Yes
8503-QHLF,66,100.44,2847.8,One year,No
6525-VDOI,46,91.51,4999.86,One year,Yes
2882-QYCT,9,79.32,4403.93,Month-to-month,Yes
9240-VFLE,3,25.33,1092.58,Month-to-month,No
1212-IPPK,26,65.48,2388.85,Two year,No
2107-LTJP,72,87.48,1986.14,Month-to-month,No
3528-MUNI,48,87.75,1786.99,Month-to-month,No
4686-JSPS,66,57.31,3348.04,Two year,No
3723-KGHG,70,114.17,5661.85,Month-to-month,Yes
6409-GSLU,28,36.74,1817.88,One year,No
3334-SXCG,26,70.04,2996.76,One year,No
2394-EWQP,25,89.09,3188.25,Two year,No
8893-TCXC,12,89.71,7814.01,Month-to-month,Yes
6009-LHWH,5,84.86,7641.86,One year,No
9235-GCBR,48,47.53,6421.09,One year,No
7991-OYXG,37,35.62,2009.11,One year,No
8170-CVED,44,83.59,637.49,One year,No
4771-YGAW,15,79.93,2603.54,Month-to-month,No
7505-BDBE,43,37.94,2207.68,Month-to-month,Yes
1885-HGEC,48,90.51,4096.81,Month-to-month,No
2670-JALU,70,65.52,6244.05,Month-to-month,No
6354-NZYJ,46,86.78,6880.75,One year,Yes
6777-NKNM,43,103.74,6774.43,Two year,Yes
8253-HPKJ,21,36.97,2941.44,Two year,Yes
3310-LQDW,23,21.91,5529.15,One year,Yes
7763-GAFL,47,97.91,2571.39,One year,No
4448-MKBY,15,80.97,581.15,Two year,No
8920-MKQL,25,89.96,5642.37,Two year,No
5354-YWMJ,36,103.82,177.64,One year,No
1919-DSHA,51,100.28,3332.54,One year,No
2504-ULQH,15,116.09,2702.1,Month-to-month,No
0514-MTAU,68,73.59,5577.68,Month-to-month,Yes
7509-YJRL,21,68.85,6153.34,Two year,No
7219-CJKB,13,60.19,2502.35,One year,No
3915-KVDO,19,35.37,6511.85,Two year,Yes
2900-WGMB,34,77.26,2421.94,Month-to-month,No
4994-CLXQ,68,47.7,3625.98,Month-to-month,No
9892-OXVI,52,112.13,5843.45,Two year,No
6568-PRUU,27,78.32,5574.07,Month-to-month,Yes
2842-YHZZ,29,79.28,7900.21,One year,No
0582-VOVF,28,55.49,1878.77,Two year,No
9410-OJTK,35,25.2,5332.31,One year,No
3014-YBIX,8,23.17,4916.49,One year,Yes
4814-AYDG,16,62.33,7329.28,Month-to-month,No
8495-KWHP,36,28.46,1335.26,One year,Yes
1133-CCUA,30,80.68,6039.21,Two year,No
5409-VQZA,18,108.1,4589.32,One year,No
1193-RVJO,2,108.29,2269.86,One year,Yes
0830-PZPV,49,85.9,3848.04,One year,Yes
1139-CPQN,4,41.12,2736.84,One year,No
8206-GQSC,7,106.3,4676.58,One year,No
6608-RSVJ,39,108.61,7123.1,Month-to-month,Yes
5274-UGZI,13,39.67,4597.51,Two year,No
3211-CPDC,31,93.74,5090.61,Month-to-month,No
4107-RPSL,71,48.65,4198.11,Two year,No
1695-PYFM,63,100.26,504.21,Two year,Yes
0110-AWGE,56,119.72,1939.58,Two year,No
4637-IDIZ,42,23.0,3986.81,Two year,No
4395-SAUY,61,109.74,2550.86,Two year,No
4491-WGPY,42,82.26,1535.93,One year,No
9747-QSUJ,56,117.34,4082.65,Month-to-month,Yes
0485-FIRT,36,66.5,2650.2,Month-to-month,No
5589-PPLY,68,104.74,2139.05,One year,No
8475-OTBI,7,26.24,3765.48,Two year,No
4674-WYXP,54,53.53,1152.95,Month-to-month,No
2354-HQBF,1,26.7,7429.19,One year,No
9225-BYLK,44,117.53,6954.85,One year,Yes
4982-VOKN,45,101.7,5690.2,Month-to-month,No
9763-PBZF,47,105.25,939.09,Month-to-month,Yes
6212-ZOIO,13,113.8,6229.43,Two year,No
2606-YADT,22,28.51,6482.86,Two year,No
2664-XFEC,21,58.56,6165.34,Month-to-month,No
9355-BZWW,9,27.1,1000.33,Two year,No
0277-YZCL,26,41.08,5186.87,One year,No
1774-DRHC,9,42.94,6691.17,Two year,No
7331-YSXQ,15,66.91,4661.09,Two year,No
9791-INRF,10,46.86,5206.62,One year,No
9733-KTCN,42,30.1,3721.07,Two year,No
8216-UTBZ,72,36.75,4276.79,One year,Yes
2694-UKQF,24,34.73,371.58,Two year,Yes
0403-ZYQK,49,117.31,5147.81,Month-to-month,Yes
8980-VPOD,26,95.93,743.43,Two year,Yes
1497-IQAV,37,116.78,3536.62,Month-to-month,No
3382-WBHZ,68,63.97,2411.98,Month-to-month,No
1231-IKBN,50,47.84,4408.88,Month-to-month,No
0320-ZISW,24,99.83,1153.99,Month-to-month,Yes
9683-CGIX,19,52.63,5563.98,Month-to-month,No
1282-HVOO,60,49.94,6380.59,One year,No
8855-RHOH,39,43.25,1390.5,One year,Yes
8709-KRGB,18,32.97,924.07,One year,No
0951-MMJO,19,45.65,1249.57,Month-to-month,No
2557-CEQO,36,55.53,7029.31,Two year,No
8602-SEYW,55,87.4,4272.7,One year,No
5905-HUUE,69,26.26,3791.36,Two year,No
5026-FNIK,47,41.05,943.02,Two year,Yes
5922-WDKQ,49,100.9,5231.49,Month-to-month,No
4941-GDEQ,33,34.69,6957.2,Month-to-month,Yes
1610-ZTTR,21,54.26,6642.67,Month-to-month,No
1295-QSVA,22,106.47,5045.83,One year,No
1217-UWIK,48,35.49,694.7,Month-to-month,No
6642-QFJW,37,28.27,987.94,One year,No
8649-LGLE,15,68.45,489.54,One year,No
7875-FCHH,35,50.24,2134.09,One year,Yes
1747-BLHF,71,76.34,1171.73,One year,No
2889-HMLD,32,100.38,2154.38,Month-to-month,No
7639-OQDG,11,33.71,3141.96,One year,No
3208-NIKB,10,78.07,7549.56,Month-to-month,No
9182-GYYW,57,70.55,4921.97,Month-to-month,Yes
5996-ZAYI,25,34.41,6696.29,One year,Yes
6550-FCHT,2,82.4,5711.78,Month-to-month,No
2856-RYOJ,64,47.36,988.77,Two year,No
3683-WJTN,35,68.78,5913.77,Month-to-month,Yes
4456-CXGW,7,28.23,2273.28,Month-to-month,No
2490-RZLD,18,65.96,5148.95,One year,No
7202-XKZQ,67,50.65,2793.6,One year,Yes
8809-PCGP,42,102.24,7981.61,Month-to-month,No
7924-HETS,39,25.7,2182.06,One year,No
9497-XCNF,41,61.86,2305.13,Two year,No
5069-TOET,24,65.84,7452.31,Two year,No
9561-VGBE,60,92.5,294.69,One year,No
8120-LQAS,46,77.43,5603.84,Month-to-month,No
7377-VLRV,19,86.72,5830.08,Two year,Yes
1310-EVKC,68,97.7,6707.39,Two year,Yes
1044-SESS,42,106.22,7798.07,Month-to-month,No
8595-ZPIL,32,51.39,7807.26,One year,No
8562-LEVL,39,73.8,615.69,Two year,Yes
3697-VFHU,36,104.01,6592.53,Month-to-month,No
4057-DBTN,36,118.95,5205.85,Month-to-month,Yes
8536-SVBE,3,108.95,5214.0,Two year,No
8720-WOBO,8,57.15,1113.96,One year,No
0502-OVBM,70,39.52,5236.48,Two year,No
8176-CDLK,41,68.94,7861.61,Month-to-month,No
6074-RZIA,68,94.16,7303.37,Two year,Yes
0060-VAIT,13,69.26,3569.13,One year,No
8501-YCUO,49,68.32,415.59,Month-to-month,No
3776-SZIR,60,103.82,2962.12,One year,No
7522-EODR,2,56.14,6628.48,Two year,Yes
5257-DVHQ,60,105.98,5641.84,Two year,No
0304-APAG,5,60.68,3728.81,One year,Yes
2333-NNKO,44,52.82,535.3,Two year,No
2122-IRJV,27,65.4,3472.47,One year,No
7307-QBFK,32,96.24,3805.3,Two year,No
8567-AQQY,21,32.6,7435.59,One year,No
9102-BDKV,8,39.64,5164.58,One year,Yes
1550-QGWE,72,115.14,2562.06,Month-to-month,Yes
9495-JTNB,50,37.55,4250.01,Month-to-month,No
2106-QHEO,67,76.77,621.84,One year,Yes
6741-GKSJ,44,77.93,7783.29,Two year,Yes
7523-UCWV,58,68.96,2944.47,Two year,No
2933-TTWB,3,84.47,3875.15,Two year,Yes
4263-RHYX,70,42.98,2906.74,One year,No
0034-HHOV,2,75.27,5491.84,One year,Yes
5977-JONE,44,57.22,5331.63,One year,No
9394-VBRA,2,86.17,5751.05,One year,No
6082-XFTJ,35,34.12,2218.33,Month-to-month,No
8237-KFDC,30,77.09,2593.78,One year,Yes
0557-UOPF,8,38.53,1089.48,Two year,No
5612-KIFW,22,47.86,5278.53,Month-to-month,No
8799-PNTI,44,41.87,414.4,Two year,No
3454-OWXA,58,38.28,4821.69,One year,No
1890-CUCD,36,102.57,6970.6,Month-to-month,No
5923-MSGH,69,48.57,7137.57,One year,Yes
9174-AQFJ,31,112.71,3647.4,Month-to-month,No
7103-BDNU,47,116.99,3728.5,Two year,No
2523-MVPT,55,77.13,708.06,One year,No
4179-PNBL,62,34.3,5399.04,One year,Yes
3409-SWHN,30,57.45,6587.95,Month-to-month,No
4786-UIMK,55,99.77,2032.77,Month-to-month,No
4706-DDUA,16,56.74,3428.28,One year,Yes
0195-FKWC,12,28.7,6726.83,Month-to-month,Yes
8014-ITCE,17,75.68,7029.25,One year,Yes
2838-NEOM,16,104.51,2021.12,Month-to-month,No
8459-QZVH,12,99.59,4449.51,Two year,Yes
9135-UZUI,8,37.51,1620.7,Month-to-month,No
2897-NKFQ,3,87.28,904.84,Two year,No
6113-RAVN,16,42.05,7297.85,Month-to-month,No
9502-OYSL,30,41.82,6582.01,Month-to-month,No
2845-OYKQ,23,107.41,6104.28,One year,Yes
8868-QTTR,5,44.97,485.25,Month-to-month,No
7805-DUPQ,65,46.32,6765.46,Month-to-month,No
5152-UXOU,30,20.07,3560.55,Two year,No
8981-VUFU,21,107.07,2804.92,Month-to-month,Yes
7459-BQAO,70,99.26,4417.16,One year,No
1644-XQEF,22,82.73,821.69,Two year,No
5926-IRXQ,72,95.03,6077.51,One year,No
8565-AVHA,32,35.2,4701.24,One year,No
3469-XOLA,33,65.83,1574.06,One year,No
8747-ODRC,16,55.12,1587.03,One year,Yes
5536-YFOV,38,29.38,1555.56,Two year,No
0887-UIIY,14,68.61,550.32,Month-to-month,No
1873-DPUW,36,112.07,4743.61,One year,No
2888-ETAR,23,24.01,6738.75,Two year,Yes
5693-ZDZK,66,49.15,238.24,One year,No
2016-VVAY,2,40.75,487.14,Month-to-month,Yes
3060-QBTB,65,43.81,4624.89,Two year,No
4161-PLKD,67,110.84,6574.02,Two year,No
7220-MLHE,52,66.81,2681.24,Month-to-month,Yes
7414-WRPI,62,66.63,2861.95,Two year,No
5087-VXYZ,23,96.06,4811.14,Month-to-month,No
5907-AYRG,26,35.45,2266.28,Two year,No
9140-DYJY,68,68.73,310.21,Two year,No
2944-YMFZ,55,63.0,5908.31,Month-to-month,No
9601-JFKV,6,79.69,5042.63,Month-to-month,No
9345-ZJEL,35,119.96,4687.97,Two year,Yes
8535-SEPB,22,96.94,5959.3,Two year,No
8208-LHBL,43,59.79,5434.32,Month-to-month,No
6835-YXTM,15,102.76,1726.47,Month-to-month,No
5908-QWXP,60,37.07,2884.6,Two year,No
8115-ZEOT,12,23.05,1096.27,Two year,No
4762-LVWO,49,40.44,1125.87,Two year,No
8816-IAFT,42,54.04,5441.95,Month-to-month,Yes
9075-SLRZ,38,71.06,6882.94,Two year,No
4749-GKUD,45,81.51,7705.59,One year,No
7305-CVEQ,35,111.06,5063.94,Month-to-month,No
3196-RAIZ,30,70.99,1554.4,Two year,No
9641-BQYB,30,70.13,934.64,Month-to-month,No
5334-PBPU,6,25.02,6521.52,One year,No
2462-OAEX,67,23.49,4672.18,Month-to-month,No
0306-SROZ,7,75.12,4984.45,Two year,No
5652-DWIT,52,63.82,6273.55,One year,No
5662-LOLV,14,103.92,5655.89,One year,No
9643-EXKK,15,36.07,6692.22,Two year,No
1760-QHUZ,21,22.5,544.09,Two year,No
0694-NJDQ,35,64.9,6005.41,Two year,No
9571-VIOM,66,43.75,6821.74,Month-to-month,No
7756-AQRU,2,24.96,2360.47,Month-to-month,No
3686-WTKS,35,92.46,5159.53,Month-to-month,No
3406-EXET,20,31.16,2581.88,Two year,No
8215-LKDV,10,80.83,7667.97,Two year,No
6129-RTWU,25,48.1,364.05,Month-to-month,No
8295-XOCK,66,37.35,4680.36,One year,Yes
2691-TSYE,25,57.98,1415.38,Month-to-month,No
9391-YFSI,54,100.14,5726.54,One year,No
6618-YCSJ,33,59.21,1489.53,Two year,No
0659-YOAI,36,95.08,1959.53,Two year,No
4682-FQDR,14,32.55,4005.53,Month-to-month,Yes
5591-MMBN,65,97.28,7327.2,Month-to-month,Yes
7520-VFHI,54,43.69,1772.54,Two year,Yes
4331-SJXV,52,87.74,1239.5,Month-to-month,No
4852-LWBY,3,76.58,6095.92,Two year,No
2866-CYUA,41,112.91,4054.89,Two year,No
3469-DPMB,6,58.73,7303.1,One year,No
7142-DVNW,25,26.62,1258.26,Month-to-month,No
3113-VVLB,13,21.92,5202.83,Two year,Yes
3757-LLHE,8,102.69,1939.75,Month-to-month,Yes
4337-ROIP,21,72.47,1338.41,One year,No
9737-PEDY,68,97.52,5499.09,One year,No
9984-IDWW,25,43.44,4790.11,Month-to-month,No
0832-QGYD,68,54.51,6063.14,Month-to-month,No
8887-WBAI,45,23.01,2544.75,Two year,No
0265-ECHW,60,116.15,3638.98,One year,Yes
5359-MMWZ,12,86.79,3303.23,One year,No
2464-YQDA,32,113.32,7874.31,One year,No
3571-JFYN,13,46.55,2408.77,Month-to-month,No
8158-TEBF,31,81.15,2429.06,Two year,No
1803-CJAC,20,87.85,2900.93,Month-to-month,No
2217-MAEM,18,51.75,4560.29,Month-to-month,No
5047-XMIT,60,104.81,2093.35,Month-to-month,Yes
3643-WYIQ,63,114.72,7330.79,Two year,No
5764-XOSK,6,108.49,2198.92,Month-to-month,Yes
5141-MBRF,32,93.91,7176.94,One year,No
7796-ZYYI,43,47.75,917.45,One year,No
1556-TWYT,2,48.16,5286.85,One year,No
7656-GOGE,60,116.34,7265.19,Two year,No
6725-XFOI,23,21.03,1433.12,Month-to-month,Yes
4467-WFVH,31,91.6,7749.78,Two year,Yes
9522-VUPS,5,90.62,3677.78,Month-to-month,No
1488-LEEB,34,82.27,7571.15,One year,Yes
0294-NMCM,10,119.01,5446.88,Month-to-month,No
8355-XGDV,2,51.19,2482.54,Month-to-month,Yes
7073-UWOE,11,54.0,1587.59,Month-to-month,No
8256-YXNN,50,27.89,2499.51,Two year,No
5327-SJNE,31,64.28,834.84,Month-to-month,No
6308-TZTF,56,46.1,1236.56,Month-to-month,No
2396-VWOC,9,54.34,926.82,Month-to-month,No
0812-SXWA,21,103.46,3441.25,Two year,No
1577-PJAH,28,113.55,6385.07,Two year,Yes
4671-PFAK,62,38.57,1216.93,Two year,No
4250-ZDBD,7,57.25,1129.53,Month-to-month,No
1216-SLMR,16,112.86,5183.09,One year,No
0670-CKDE,4,26.18,1657.75,One year,No
1747-RYTY,4,29.24,871.12,One year,No
1670-OLIN,40,36.28,1418.1,Month-to-month,No
6488-UCTH,17,79.52,7397.48,One year,No
1276-QDIA,52,35.05,6589.62,One year,No
6912-DVPS,52,116.81,2897.11,One year,No
3978-BTRU,36,64.67,5280.98,Month-to-month,No
2651-SMAC,38,70.15,4344.48,One year,Yes
9124-JIJH,50,44.67,5449.28,One year,No
9209-XUAZ,63,67.1,5493.1,Month-to-month,No
9431-GMBP,63,86.19,5067.0,Two year,No
0794-WAFD,62,95.12,2202.2,One year,No
2693-GWVR,7,95.39,408.15,Two year,No
6272-GDQX,27,77.79,3698.98,One year,No
4496-JXIB,14,110.44,7138.69,Month-to-month,No
4693-LEGM,71,101.74,4599.03,Two year,No
1824-COTU,5,95.7,6675.89,Two year,No
5009-UOCK,55,25.56,7933.83,Two year,No
7015-ONVR,2,20.69,1392.57,Two year,No
4107-ZSMF,62,41.24,5565.04,One year,No
0424-FCBW,21,86.35,5426.92,One year,Yes
3523-UESA,21,61.12,7841.65,Two year,No
5155-JLLG,10,60.24,7886.25,One year,No
0101-RWFK,58,108.46,5524.76,Two year,No
8942-LKVC,39,109.56,2024.56,Two year,No
5586-MAZK,5,110.92,6408.59,Month-to-month,No
4335-TUBP,65,51.39,945.53,Two year,No
6120-RPOY,13,89.11,6267.52,One year,No
0778-QHAG,53,47.16,7290.55,Two year,Yes
